지점,지점명,일시,평균기온(°C),일강수량(mm),일 최심적설(cm)
133,대전,2022-03-18,6.4,3.9,
133,대전,2022-03-19,4.1,12.9,
133,대전,2022-03-20,5.1,0,
133,대전,2022-03-21,5.8,,
133,대전,2022-03-22,6.9,,
133,대전,2022-03-23,5.8,0,
133,대전,2022-03-24,8.7,,
133,대전,2022-03-25,12.6,9.1,
133,대전,2022-03-26,11,13.7,
133,대전,2022-03-27,8.4,,
133,대전,2022-03-28,7.7,,
133,대전,2022-03-29,10.7,,
133,대전,2022-03-30,12.4,.2,
133,대전,2022-03-31,11.4,0,
133,대전,2022-04-01,9.7,,
133,대전,2022-04-02,8.1,,
133,대전,2022-04-03,9.6,,
133,대전,2022-04-04,10.8,,
133,대전,2022-04-05,10.3,,
133,대전,2022-04-06,12.5,,
133,대전,2022-04-07,11.9,.7,
133,대전,2022-04-08,13.9,,
133,대전,2022-04-09,18.2,,
133,대전,2022-04-10,18.6,,
133,대전,2022-04-11,20.6,,
133,대전,2022-04-12,20.7,,
133,대전,2022-04-13,14,29,
133,대전,2022-04-14,10.7,2.2,
133,대전,2022-04-15,12.6,,
133,대전,2022-04-16,13.1,,
133,대전,2022-04-17,13.9,,
133,대전,2022-04-18,15,,
133,대전,2022-04-19,15.7,,
133,대전,2022-04-20,15.2,,
133,대전,2022-04-21,14.6,,
133,대전,2022-04-22,16.7,,
133,대전,2022-04-23,18.9,,
133,대전,2022-04-24,19.7,,
133,대전,2022-04-25,20.1,6.7,
133,대전,2022-04-26,18.8,21.3,
133,대전,2022-04-27,17.2,,
133,대전,2022-04-28,17.8,,
133,대전,2022-04-29,13.1,9.8,
133,대전,2022-04-30,13.7,,
133,대전,2022-05-01,13.4,,
133,대전,2022-05-02,13.9,,
133,대전,2022-05-03,14.1,,
133,대전,2022-05-04,16.7,,
133,대전,2022-05-05,18.5,,
133,대전,2022-05-06,19.6,,
133,대전,2022-05-07,18.3,,
133,대전,2022-05-08,17.1,.9,
133,대전,2022-05-09,17.3,2.7,
133,대전,2022-05-10,19.2,,
133,대전,2022-05-11,20,,
133,대전,2022-05-12,21,,
133,대전,2022-05-13,19,0,
133,대전,2022-05-14,15.7,,
133,대전,2022-05-15,15.5,,
133,대전,2022-05-16,16.6,,
133,대전,2022-05-17,20.4,,
133,대전,2022-05-18,22.4,,
133,대전,2022-05-19,20.7,,
133,대전,2022-05-20,20.7,,
133,대전,2022-05-21,20.8,,
133,대전,2022-05-22,21.1,,
133,대전,2022-05-23,22.6,,
133,대전,2022-05-24,23.1,,
133,대전,2022-05-25,22.3,,
133,대전,2022-05-26,19.4,4.5,
133,대전,2022-05-27,21.5,,
133,대전,2022-05-28,23.1,,
133,대전,2022-05-29,23.4,,
133,대전,2022-05-30,21.4,0,
133,대전,2022-05-31,21.4,,
133,대전,2022-06-01,23.2,,
133,대전,2022-06-02,22.5,,
133,대전,2022-06-03,24.8,,
133,대전,2022-06-04,25.1,,
133,대전,2022-06-05,18.6,6.2,
133,대전,2022-06-06,19.4,2.8,
133,대전,2022-06-07,17.3,0,
133,대전,2022-06-08,20.7,.2,
133,대전,2022-06-09,22.4,,
133,대전,2022-06-10,23.6,,
133,대전,2022-06-11,24.3,,
133,대전,2022-06-12,24.3,0,
133,대전,2022-06-13,23.1,0,
133,대전,2022-06-14,17.9,6.3,
133,대전,2022-06-15,19.8,36.5,
133,대전,2022-06-16,22,0,
133,대전,2022-06-17,23.4,0,
133,대전,2022-06-18,25.2,0,
133,대전,2022-06-19,25.1,,
133,대전,2022-06-20,26.8,,
133,대전,2022-06-21,28.1,,
133,대전,2022-06-22,27.5,,
133,대전,2022-06-23,25.1,29.6,
133,대전,2022-06-24,25,10.7,
133,대전,2022-06-25,27.8,,
133,대전,2022-06-26,27.4,.2,
133,대전,2022-06-27,28,3.6,
133,대전,2022-06-28,29.4,,
133,대전,2022-06-29,26.7,18.6,
133,대전,2022-06-30,27.2,2.9,
133,대전,2022-07-01,28.6,,
133,대전,2022-07-02,29.6,,
133,대전,2022-07-03,28.1,38.7,
133,대전,2022-07-04,27.6,0,
133,대전,2022-07-05,28.2,0,
133,대전,2022-07-06,30.1,,
133,대전,2022-07-07,29.5,3.2,
133,대전,2022-07-08,27.6,.9,
133,대전,2022-07-09,26.5,,
133,대전,2022-07-10,28.7,7.8,
133,대전,2022-07-11,25.1,16.3,
133,대전,2022-07-12,27,0,
133,대전,2022-07-13,24.8,10.6,
133,대전,2022-07-14,26,.5,
133,대전,2022-07-15,26.1,,
133,대전,2022-07-16,26.2,,
133,대전,2022-07-17,26,,
133,대전,2022-07-18,22.3,57.4,
133,대전,2022-07-19,25,,
133,대전,2022-07-20,27.6,0,
133,대전,2022-07-21,23.8,13.7,
133,대전,2022-07-22,25.7,,
133,대전,2022-07-23,24.8,17.6,
133,대전,2022-07-24,24.7,2.3,
133,대전,2022-07-25,27.2,.4,
133,대전,2022-07-26,28.4,,
133,대전,2022-07-27,27.6,,
133,대전,2022-07-28,28.2,,
133,대전,2022-07-29,30.3,,
133,대전,2022-07-30,28.8,0,
133,대전,2022-07-31,25.9,25.6,
133,대전,2022-08-01,27.6,4.4,
133,대전,2022-08-02,27.9,1.1,
133,대전,2022-08-03,29.3,0,
133,대전,2022-08-04,29.2,,
133,대전,2022-08-05,28.7,3.5,
133,대전,2022-08-06,29.9,,
133,대전,2022-08-07,29.9,,
133,대전,2022-08-08,28.6,0,
133,대전,2022-08-09,28,1.4,
133,대전,2022-08-10,25.3,192.9,
133,대전,2022-08-11,24.4,58.2,
133,대전,2022-08-12,27.3,.1,
133,대전,2022-08-13,26,24,
133,대전,2022-08-14,26.7,6.5,
133,대전,2022-08-15,28.1,7,
133,대전,2022-08-16,25.8,32.9,
133,대전,2022-08-17,25.6,8.2,
133,대전,2022-08-18,25.1,,
133,대전,2022-08-19,26.4,0,
133,대전,2022-08-20,27,83.6,
133,대전,2022-08-21,27.5,,
133,대전,2022-08-22,27.3,,
133,대전,2022-08-23,23.8,30.2,
133,대전,2022-08-24,22.7,.2,
133,대전,2022-08-25,22.3,0,
133,대전,2022-08-26,22.9,,
133,대전,2022-08-27,21.6,,
133,대전,2022-08-28,22.1,,
133,대전,2022-08-29,19.6,4.5,
133,대전,2022-08-30,19.1,30.2,
133,대전,2022-08-31,21,7.2,
133,대전,2022-09-01,22.4,,
133,대전,2022-09-02,22.6,,
133,대전,2022-09-03,23.4,0,
133,대전,2022-09-04,24.5,.1,
133,대전,2022-09-05,22.6,46.5,
133,대전,2022-09-06,20.2,41.7,
133,대전,2022-09-07,20.9,,
133,대전,2022-09-08,22,,
133,대전,2022-09-09,22.9,,
133,대전,2022-09-10,22,,
133,대전,2022-09-11,24,0,
133,대전,2022-09-12,22.9,1.6,
133,대전,2022-09-13,24.5,0,
133,대전,2022-09-14,25,0,
133,대전,2022-09-15,25.2,,
133,대전,2022-09-16,25.4,.3,
133,대전,2022-09-17,27.2,,
133,대전,2022-09-18,27.3,,
133,대전,2022-09-19,24.5,,
133,대전,2022-09-20,19.2,,
133,대전,2022-09-21,18.8,,
133,대전,2022-09-22,18.4,,
133,대전,2022-09-23,17.7,0,
133,대전,2022-09-24,17.5,,
133,대전,2022-09-25,18.5,,
133,대전,2022-09-26,18.7,,
133,대전,2022-09-27,19.4,,
133,대전,2022-09-28,19.2,,
133,대전,2022-09-29,18.8,,
133,대전,2022-09-30,19.4,,
133,대전,2022-10-01,20.1,,
133,대전,2022-10-02,21.1,1,
133,대전,2022-10-03,22.8,26.3,
133,대전,2022-10-04,20,43.5,
133,대전,2022-10-05,16.2,0,
133,대전,2022-10-06,16.5,0,
133,대전,2022-10-07,15.8,0,
133,대전,2022-10-08,15.8,,
133,대전,2022-10-09,13,17.1,
133,대전,2022-10-10,10.9,1.4,
133,대전,2022-10-11,12,0,
133,대전,2022-10-12,13,,
133,대전,2022-10-13,15.1,,
133,대전,2022-10-14,15.9,,
133,대전,2022-10-15,18.2,,
133,대전,2022-10-16,17.7,,
133,대전,2022-10-17,12.4,,
133,대전,2022-10-18,8.8,,
133,대전,2022-10-19,9.2,,
133,대전,2022-10-20,11,,
133,대전,2022-10-21,12.2,,
133,대전,2022-10-22,14.4,0,
133,대전,2022-10-23,13.1,,
133,대전,2022-10-24,9.7,,
133,대전,2022-10-25,9.6,,
133,대전,2022-10-26,11.1,,
133,대전,2022-10-27,12.5,,
133,대전,2022-10-28,13.2,,
133,대전,2022-10-29,13.5,,
133,대전,2022-10-30,13.9,,
133,대전,2022-10-31,14.1,,
133,대전,2022-11-01,12.5,,
133,대전,2022-11-02,10.9,,
133,대전,2022-11-03,9.4,,
133,대전,2022-11-04,5.9,,
133,대전,2022-11-05,6.1,,
133,대전,2022-11-06,8,,
133,대전,2022-11-07,9.6,,
133,대전,2022-11-08,12,,
133,대전,2022-11-09,10.3,,
133,대전,2022-11-10,11.7,,
133,대전,2022-11-11,13.9,,
133,대전,2022-11-12,16.6,3.3,
133,대전,2022-11-13,11.6,2.5,
133,대전,2022-11-14,9.5,,
133,대전,2022-11-15,8.3,1.7,
133,대전,2022-11-16,8.9,1.3,
133,대전,2022-11-17,8.9,,
133,대전,2022-11-18,9.1,,
133,대전,2022-11-19,11.1,,
133,대전,2022-11-20,12.4,,
133,대전,2022-11-21,11.7,,
133,대전,2022-11-22,10.8,.2,
133,대전,2022-11-23,10.6,,
133,대전,2022-11-24,7.8,,
133,대전,2022-11-25,9.5,,
133,대전,2022-11-26,9.3,0,
133,대전,2022-11-27,6,,
133,대전,2022-11-28,7.3,30.1,
133,대전,2022-11-29,8.5,6.7,
133,대전,2022-11-30,-2.9,0,
133,대전,2022-12-01,-3.3,,
133,대전,2022-12-02,-1.6,,
133,대전,2022-12-03,2.7,0,
133,대전,2022-12-04,-1.4,,
133,대전,2022-12-05,-2.2,,
133,대전,2022-12-06,.8,.3,
133,대전,2022-12-07,4.4,,
133,대전,2022-12-08,3.5,,
133,대전,2022-12-09,4,,
133,대전,2022-12-10,1.7,0,
133,대전,2022-12-11,1.8,,
133,대전,2022-12-12,1.6,0,
133,대전,2022-12-13,1.7,4.9,3.5
133,대전,2022-12-14,-7.3,0,3.8
133,대전,2022-12-15,-1.4,1.6,2.1
133,대전,2022-12-16,-4.3,,
133,대전,2022-12-17,-6,.9,2.6
133,대전,2022-12-18,-8.4,,
133,대전,2022-12-19,-5.5,,
133,대전,2022-12-20,-2.3,,
133,대전,2022-12-21,.2,5.8,.2
133,대전,2022-12-22,-5.1,1.1,3.3
133,대전,2022-12-23,-8,.1,2.3
133,대전,2022-12-24,-8.7,0,2.1
133,대전,2022-12-25,-4.8,,
133,대전,2022-12-26,-3.6,,
133,대전,2022-12-27,-2.3,,
133,대전,2022-12-28,-2.3,0,
133,대전,2022-12-29,-3.2,,
133,대전,2022-12-30,-1.1,0,.1
133,대전,2022-12-31,-1.1,0,
143,대구,2022-01-01,-2.3,,
143,대구,2022-01-02,.6,,
143,대구,2022-01-03,-.2,,
143,대구,2022-01-04,1.9,,
143,대구,2022-01-05,.6,,
143,대구,2022-01-06,2.9,,
143,대구,2022-01-07,.1,,
143,대구,2022-01-08,1.4,,
143,대구,2022-01-09,2,,
143,대구,2022-01-10,3,,
143,대구,2022-01-11,-.9,0,
143,대구,2022-01-12,-3.2,,
143,대구,2022-01-13,-2.8,0,
143,대구,2022-01-14,-2.6,,
143,대구,2022-01-15,1,,
143,대구,2022-01-16,1.9,0,
143,대구,2022-01-17,-.4,,
143,대구,2022-01-18,-2.5,,
143,대구,2022-01-19,-.7,0,
143,대구,2022-01-20,-1.1,,
143,대구,2022-01-21,-1,,
143,대구,2022-01-22,2.3,,
143,대구,2022-01-23,6.4,,
143,대구,2022-01-24,4.9,,
143,대구,2022-01-25,4.5,0,
143,대구,2022-01-26,3.8,,
143,대구,2022-01-27,3.2,,
143,대구,2022-01-28,2.3,,
143,대구,2022-01-29,1,,
143,대구,2022-01-30,1.1,,
143,대구,2022-01-31,1.3,,
143,대구,2022-02-01,1.9,,
143,대구,2022-02-02,.7,,
143,대구,2022-02-03,.4,,
143,대구,2022-02-04,-.6,,
143,대구,2022-02-05,-3,,
143,대구,2022-02-06,-1.1,,
143,대구,2022-02-07,.2,,
143,대구,2022-02-08,1.5,,
143,대구,2022-02-09,2.6,,
143,대구,2022-02-10,5.3,,
143,대구,2022-02-11,3.5,,
143,대구,2022-02-12,4.8,,
143,대구,2022-02-13,5.4,,
143,대구,2022-02-14,7.3,,
143,대구,2022-02-15,.4,,
143,대구,2022-02-16,-3.6,,
143,대구,2022-02-17,-4.3,,
143,대구,2022-02-18,-.8,,
143,대구,2022-02-19,2.4,,
143,대구,2022-02-20,-2.2,0,
143,대구,2022-02-21,1.2,,
143,대구,2022-02-22,-.4,0,
143,대구,2022-02-23,-2.3,,
143,대구,2022-02-24,.5,,
143,대구,2022-02-25,5,,
143,대구,2022-02-26,6.8,.1,
143,대구,2022-02-27,6.3,0,
143,대구,2022-02-28,7,,
143,대구,2022-03-01,9.9,0,
143,대구,2022-03-02,6.2,,
143,대구,2022-03-03,7.7,,
143,대구,2022-03-04,8.8,,
143,대구,2022-03-05,6.9,,
143,대구,2022-03-06,4,,
143,대구,2022-03-07,5.2,,
143,대구,2022-03-08,8.1,,
143,대구,2022-03-09,9.1,,
143,대구,2022-03-10,10.5,,
143,대구,2022-03-11,12.5,,
143,대구,2022-03-12,14.7,,
143,대구,2022-03-13,15.1,2.1,
143,대구,2022-03-14,10.8,,
143,대구,2022-03-15,11.7,,
143,대구,2022-03-16,14.4,,
143,대구,2022-03-17,8.8,6.1,
143,대구,2022-03-18,6.1,8.5,
143,대구,2022-03-19,4.9,4.2,
143,대구,2022-03-20,6.6,,
143,대구,2022-03-21,8.3,,
143,대구,2022-03-22,8.7,,
143,대구,2022-03-23,6.8,0,
143,대구,2022-03-24,9.1,,
143,대구,2022-03-25,13.5,1.6,
143,대구,2022-03-26,14.7,11.7,
143,대구,2022-03-27,13.1,,
143,대구,2022-03-28,9,,
143,대구,2022-03-29,10.8,,
143,대구,2022-03-30,14.8,,
143,대구,2022-03-31,10.5,.1,
143,대구,2022-04-01,8.8,.3,
143,대구,2022-04-02,10.2,,
143,대구,2022-04-03,11.3,,
143,대구,2022-04-04,13.2,,
143,대구,2022-04-05,14.4,,
143,대구,2022-04-06,16,,
143,대구,2022-04-07,14.4,2.4,
143,대구,2022-04-08,15.7,,
143,대구,2022-04-09,18.6,,
143,대구,2022-04-10,19.5,,
143,대구,2022-04-11,20.3,,
143,대구,2022-04-12,22.5,,
143,대구,2022-04-13,12.2,,
143,대구,2022-04-14,10.9,0,
143,대구,2022-04-15,12.1,,
143,대구,2022-04-16,13.5,,
143,대구,2022-04-17,15.6,,
143,대구,2022-04-18,18.1,,
143,대구,2022-04-19,18.4,,
143,대구,2022-04-20,18.2,,
143,대구,2022-04-21,14.3,.2,
143,대구,2022-04-22,19,,
143,대구,2022-04-23,19.1,,
143,대구,2022-04-24,22,,
143,대구,2022-04-25,21.7,2.5,
143,대구,2022-04-26,18.3,20.3,
143,대구,2022-04-27,17.2,,
143,대구,2022-04-28,15.7,,
143,대구,2022-04-29,11.3,12.8,
143,대구,2022-04-30,14.5,,
143,대구,2022-05-01,15.2,,
143,대구,2022-05-02,13.1,1.2,
143,대구,2022-05-03,15.2,,
143,대구,2022-05-04,19,,
143,대구,2022-05-05,20,,
143,대구,2022-05-06,21.2,,
143,대구,2022-05-07,18.9,,
143,대구,2022-05-08,16.4,,
143,대구,2022-05-09,16.2,.4,
143,대구,2022-05-10,16.5,,
143,대구,2022-05-11,20.7,0,
143,대구,2022-05-12,20.2,,
143,대구,2022-05-13,15.7,2.6,
143,대구,2022-05-14,17.9,,
143,대구,2022-05-15,17.1,,
143,대구,2022-05-16,18.5,,
143,대구,2022-05-17,20.4,,
143,대구,2022-05-18,23.3,,
143,대구,2022-05-19,23,,
143,대구,2022-05-20,22.8,,
143,대구,2022-05-21,23.7,,
143,대구,2022-05-22,24.8,,
143,대구,2022-05-23,24.3,,
143,대구,2022-05-24,26.4,,
143,대구,2022-05-25,25.5,,
143,대구,2022-05-26,22.9,,
143,대구,2022-05-27,23.8,,
143,대구,2022-05-28,24.9,,
143,대구,2022-05-29,24.9,,
143,대구,2022-05-30,24.3,0,
143,대구,2022-05-31,24.7,,
143,대구,2022-06-01,24.7,,
143,대구,2022-06-02,26.1,,
143,대구,2022-06-03,23.5,,
143,대구,2022-06-04,22.1,,
143,대구,2022-06-05,18,32.2,
143,대구,2022-06-06,18.7,.8,
143,대구,2022-06-07,16.5,1.1,
143,대구,2022-06-08,17.5,0,
143,대구,2022-06-09,20.4,,
143,대구,2022-06-10,22.7,,
143,대구,2022-06-11,21.4,,
143,대구,2022-06-12,20.7,,
143,대구,2022-06-13,19.9,,
143,대구,2022-06-14,16.9,3.1,
143,대구,2022-06-15,19.7,3.7,
143,대구,2022-06-16,23.2,,
143,대구,2022-06-17,25.9,,
143,대구,2022-06-18,27.9,,
143,대구,2022-06-19,28.9,,
143,대구,2022-06-20,28.6,2.2,
143,대구,2022-06-21,27.8,,
143,대구,2022-06-22,29.9,,
143,대구,2022-06-23,27.9,.2,
143,대구,2022-06-24,28.1,32.4,
143,대구,2022-06-25,28.2,,
143,대구,2022-06-26,28.4,,
143,대구,2022-06-27,27.3,5.4,
143,대구,2022-06-28,28.9,.7,
143,대구,2022-06-29,29.5,0,
143,대구,2022-06-30,29.8,,
143,대구,2022-07-01,29.8,,
143,대구,2022-07-02,29.9,,
143,대구,2022-07-03,29.3,1,
143,대구,2022-07-04,28.8,0,
143,대구,2022-07-05,28.8,0,
143,대구,2022-07-06,28.5,2.9,
143,대구,2022-07-07,29.7,,
143,대구,2022-07-08,28.5,17.2,
143,대구,2022-07-09,28.7,,
143,대구,2022-07-10,28.1,,
143,대구,2022-07-11,26.4,9.5,
143,대구,2022-07-12,25.6,,
143,대구,2022-07-13,24.4,15.2,
143,대구,2022-07-14,28.2,,
143,대구,2022-07-15,28.3,,
143,대구,2022-07-16,26.8,,
143,대구,2022-07-17,27.3,,
143,대구,2022-07-18,22.9,34,
143,대구,2022-07-19,27.6,.2,
143,대구,2022-07-20,29.4,,
143,대구,2022-07-21,26,5,
143,대구,2022-07-22,25.8,,
143,대구,2022-07-23,24.9,0,
143,대구,2022-07-24,27.4,1.1,
143,대구,2022-07-25,28.8,,
143,대구,2022-07-26,26.9,,
143,대구,2022-07-27,25.6,,
143,대구,2022-07-28,26.2,0,
143,대구,2022-07-29,28.7,,
143,대구,2022-07-30,27.8,0,
143,대구,2022-07-31,27.1,2.7,
143,대구,2022-08-01,29.4,0,
143,대구,2022-08-02,27.9,4.7,
143,대구,2022-08-03,30.6,.5,
143,대구,2022-08-04,30.7,0,
143,대구,2022-08-05,30.8,,
143,대구,2022-08-06,31.6,,
143,대구,2022-08-07,31.5,,
143,대구,2022-08-08,30.5,,
143,대구,2022-08-09,29.8,0,
143,대구,2022-08-10,28.2,.3,
143,대구,2022-08-11,26.5,4.1,
143,대구,2022-08-12,29.7,3.2,
143,대구,2022-08-13,26.4,6.6,
143,대구,2022-08-14,29.8,0,
143,대구,2022-08-15,30.9,0,
143,대구,2022-08-16,25.7,39.8,
143,대구,2022-08-17,25.7,22.8,
143,대구,2022-08-18,26.8,,
143,대구,2022-08-19,28.2,,
143,대구,2022-08-20,26.4,10.3,
143,대구,2022-08-21,26,,
143,대구,2022-08-22,26.8,,
143,대구,2022-08-23,25.4,6.8,
143,대구,2022-08-24,21.5,4.6,
143,대구,2022-08-25,24.5,.1,
143,대구,2022-08-26,25.1,0,
143,대구,2022-08-27,23.2,,
143,대구,2022-08-28,21.4,,
143,대구,2022-08-29,21.5,0,
143,대구,2022-08-30,20.9,26.2,
143,대구,2022-08-31,21.3,13.3,
143,대구,2022-09-01,21.6,,
143,대구,2022-09-02,21.5,.3,
143,대구,2022-09-03,22.2,.1,
143,대구,2022-09-04,25.4,.4,
143,대구,2022-09-05,24.9,31.7,
143,대구,2022-09-06,22.6,81.1,
143,대구,2022-09-07,22.4,,
143,대구,2022-09-08,21.7,,
143,대구,2022-09-09,21.5,,
143,대구,2022-09-10,21,,
143,대구,2022-09-11,22.7,,
143,대구,2022-09-12,21.7,.3,
143,대구,2022-09-13,23.7,0,
143,대구,2022-09-14,23.4,0,
143,대구,2022-09-15,23.5,,
143,대구,2022-09-16,24.7,,
143,대구,2022-09-17,26.2,.3,
143,대구,2022-09-18,26.6,0,
143,대구,2022-09-19,25.1,0,
143,대구,2022-09-20,19.2,,
143,대구,2022-09-21,17.2,,
143,대구,2022-09-22,18.6,,
143,대구,2022-09-23,20.8,,
143,대구,2022-09-24,19.2,,
143,대구,2022-09-25,18.6,,
143,대구,2022-09-26,18.5,,
143,대구,2022-09-27,20.3,,
143,대구,2022-09-28,19.4,,
143,대구,2022-09-29,20.8,,
143,대구,2022-09-30,21.6,,
143,대구,2022-10-01,21.6,,
143,대구,2022-10-02,22.2,,
143,대구,2022-10-03,24.9,3.9,
143,대구,2022-10-04,21.5,18,
143,대구,2022-10-05,17,,
143,대구,2022-10-06,18.2,.3,
143,대구,2022-10-07,16.6,0,
143,대구,2022-10-08,14.9,,
143,대구,2022-10-09,14.4,3.1,
143,대구,2022-10-10,13.7,0,
143,대구,2022-10-11,13.6,,
143,대구,2022-10-12,14,,
143,대구,2022-10-13,16.1,,
143,대구,2022-10-14,16.1,,
143,대구,2022-10-15,17.8,,
143,대구,2022-10-16,19.2,,
143,대구,2022-10-17,16,,
143,대구,2022-10-18,11.7,,
143,대구,2022-10-19,10.8,,
143,대구,2022-10-20,12,,
143,대구,2022-10-21,14.5,,
143,대구,2022-10-22,16.6,.3,
143,대구,2022-10-23,15.3,,
143,대구,2022-10-24,12.3,,
143,대구,2022-10-25,11.2,,
143,대구,2022-10-26,12.2,,
143,대구,2022-10-27,14.5,,
143,대구,2022-10-28,13.1,,
143,대구,2022-10-29,13.6,,
143,대구,2022-10-30,13.3,,
143,대구,2022-10-31,13.1,,
143,대구,2022-11-01,14.2,,
143,대구,2022-11-02,13.1,,
143,대구,2022-11-03,12.5,,
143,대구,2022-11-04,9.3,,
143,대구,2022-11-05,9.1,,
143,대구,2022-11-06,8.9,,
143,대구,2022-11-07,9.7,,
143,대구,2022-11-08,10.9,,
143,대구,2022-11-09,11.7,,
143,대구,2022-11-10,13.3,,
143,대구,2022-11-11,14,,
143,대구,2022-11-12,17,.1,
143,대구,2022-11-13,15.9,16.3,
143,대구,2022-11-14,11.6,,
143,대구,2022-11-15,10,,
143,대구,2022-11-16,10.3,.4,
143,대구,2022-11-17,9.4,,
143,대구,2022-11-18,9.6,,
143,대구,2022-11-19,11.2,,
143,대구,2022-11-20,12.8,,
143,대구,2022-11-21,12.5,,
143,대구,2022-11-22,12.5,.4,
143,대구,2022-11-23,13,.7,
143,대구,2022-11-24,8.7,,
143,대구,2022-11-25,9.2,,
143,대구,2022-11-26,10.9,,
143,대구,2022-11-27,7.7,,
143,대구,2022-11-28,10.5,11,
143,대구,2022-11-29,12.3,17.7,
143,대구,2022-11-30,-.4,,
143,대구,2022-12-01,-1,,
143,대구,2022-12-02,.3,,
143,대구,2022-12-03,4.4,,
143,대구,2022-12-04,3.1,,
143,대구,2022-12-05,1.2,,
143,대구,2022-12-06,1.9,,
143,대구,2022-12-07,4.4,,
143,대구,2022-12-08,4.5,,
143,대구,2022-12-09,4.4,,
143,대구,2022-12-10,4.7,0,
143,대구,2022-12-11,4.8,,
143,대구,2022-12-12,4.1,1.1,
143,대구,2022-12-13,5.2,0,
143,대구,2022-12-14,-3.9,0,
143,대구,2022-12-15,-.1,,
143,대구,2022-12-16,.2,,
143,대구,2022-12-17,-2.5,0,
143,대구,2022-12-18,-5.6,,
143,대구,2022-12-19,-3.7,,
143,대구,2022-12-20,-.8,,
143,대구,2022-12-21,.3,2.5,.8
143,대구,2022-12-22,-2.5,0,
143,대구,2022-12-23,-5.7,,
143,대구,2022-12-24,-4.8,,
143,대구,2022-12-25,-1.6,,
143,대구,2022-12-26,-1.1,,
143,대구,2022-12-27,0,,
143,대구,2022-12-28,1,,
143,대구,2022-12-29,-.3,,
143,대구,2022-12-30,.2,,
143,대구,2022-12-31,1.2,,
146,전주,2022-01-01,-2.7,,
146,전주,2022-01-02,.3,0,
146,전주,2022-01-03,-.7,,
146,전주,2022-01-04,.8,0,
146,전주,2022-01-05,.1,,
146,전주,2022-01-06,.4,,
146,전주,2022-01-07,-1,,
146,전주,2022-01-08,1.4,,
146,전주,2022-01-09,2.9,,
146,전주,2022-01-10,1.7,0,
146,전주,2022-01-11,-2.7,.3,
146,전주,2022-01-12,-3.7,0,0
146,전주,2022-01-13,-3.9,.2,.4
146,전주,2022-01-14,-2.7,,
146,전주,2022-01-15,2.1,,
146,전주,2022-01-16,1.1,.4,
146,전주,2022-01-17,-1.8,.2,.4
146,전주,2022-01-18,-2.9,,.3
146,전주,2022-01-19,-1.7,.2,.4
146,전주,2022-01-20,-3.1,,
146,전주,2022-01-21,-.6,,
146,전주,2022-01-22,4.3,0,
146,전주,2022-01-23,4.6,,
146,전주,2022-01-24,5.4,,
146,전주,2022-01-25,4.8,.4,
146,전주,2022-01-26,2.7,,
146,전주,2022-01-27,1.2,,
146,전주,2022-01-28,-.5,,
146,전주,2022-01-29,-.8,,
146,전주,2022-01-30,-1.2,,
146,전주,2022-01-31,-.2,.4,.3
146,전주,2022-02-01,.9,.8,.9
146,전주,2022-02-02,.3,0,
146,전주,2022-02-03,-.5,,
146,전주,2022-02-04,-2,.5,1.3
146,전주,2022-02-05,-3.7,.2,1.3
146,전주,2022-02-06,-2.1,0,0
146,전주,2022-02-07,-1.4,,
146,전주,2022-02-08,.4,,
146,전주,2022-02-09,1.7,,
146,전주,2022-02-10,3.3,,
146,전주,2022-02-11,3.3,,
146,전주,2022-02-12,5,,
146,전주,2022-02-13,6.1,,
146,전주,2022-02-14,4.2,0,
146,전주,2022-02-15,-1.6,0,0
146,전주,2022-02-16,-4.4,.7,2.1
146,전주,2022-02-17,-4.5,,
146,전주,2022-02-18,.3,,
146,전주,2022-02-19,1.2,0,
146,전주,2022-02-20,-3,0,
146,전주,2022-02-21,-.2,.1,.3
146,전주,2022-02-22,-1.3,0,
146,전주,2022-02-23,-3.3,0,
146,전주,2022-02-24,-1.3,,
146,전주,2022-02-25,2.7,,
146,전주,2022-02-26,6.3,.2,
146,전주,2022-02-27,4.7,,
146,전주,2022-02-28,7,,
146,전주,2022-03-01,6.3,5.4,
146,전주,2022-03-02,3.2,,
146,전주,2022-03-03,6.2,,
146,전주,2022-03-04,10.1,,
146,전주,2022-03-05,3.9,,
146,전주,2022-03-06,1.7,,
146,전주,2022-03-07,3.3,,
146,전주,2022-03-08,6,,
146,전주,2022-03-09,7.7,,
146,전주,2022-03-10,10.5,,
146,전주,2022-03-11,13.4,,
146,전주,2022-03-12,16.4,,
146,전주,2022-03-13,14.8,24.1,
146,전주,2022-03-14,10.8,7.7,
146,전주,2022-03-15,8.9,,
146,전주,2022-03-16,11.7,,
146,전주,2022-03-17,10.6,3.2,
146,전주,2022-03-18,7.9,1.9,
146,전주,2022-03-19,4.8,17.8,
146,전주,2022-03-20,4.5,.1,
146,전주,2022-03-21,6,,
146,전주,2022-03-22,7,,
146,전주,2022-03-23,5.9,,
146,전주,2022-03-24,9.3,,
146,전주,2022-03-25,14.5,14.4,
146,전주,2022-03-26,10.6,16.8,
146,전주,2022-03-27,8.2,,
146,전주,2022-03-28,7.8,,
146,전주,2022-03-29,11,,
146,전주,2022-03-30,12.7,1.5,
146,전주,2022-03-31,9.2,.1,
146,전주,2022-04-01,9.4,,
146,전주,2022-04-02,7.3,,
146,전주,2022-04-03,8.6,,
146,전주,2022-04-04,10,,
